iyear,country_txt,city,latitude,longitude,summary,attacktype1_txt,targtype1_txt,gname,nkill,nwound
2013,Pakistan,Quetta,30.200819,66.994354,"10/30/2013: An explosive device attached to a bicycle detonated near an auto parts market in the Double Road area of Quetta city, Balochistan province, Pakistan. The explosion caused a fire, which ignited a gas cylinder, causing a second blast. At least five people were killed and 17 people were injured in the blasts. No group claimed responsibility for the incident.",Bombing/Explosion,Business,Unknown,5,17
2013,Yemen,Saada,16.917494,43.762409,"10/30/2013: Assailants fired rockets at the Mazraa mosque in the Damaj area near Saada city, Saada governorate, Yemen. At least four people were killed and 14 others were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Huthis.",Bombing/Explosion,Religious Figures/Institutions,Houthi extremists (Ansar Allah),4,14
2013,Iraq,Mosul,36.354145,43.14357,"10/30/2013: A suicide bomber detonated an explosives-laden vehicle at a police checkpoint west of Mosul city, Nineveh governorate, Iraq. In addition to the bomber, six other people were killed and 11 were injured in the blast. This was one of two attacks on this checkpoint on this day; this first blast was designed to draw first responders. No group claimed responsibility for the coordinated incidents.",Bombing/Explosion,Police,Unknown,7,11
2013,Syria,Talkalakh,34.671391,36.259159,"10/30/2013: Assailants attacked locals in Shallouh area of Talkalakh city, Homs governorate, Syria. At least 11 people were killed and seven were injured in the assault. No group claimed responsibility for the incident.",Armed Assault,Private Citizens & Property,Unknown,11,7
2013,Iraq,Tuz Khormato,34.881348,44.62513,"10/31/2013: A suicide bomber detonated near a market in Tuz Khormato city, Saladin governorate, Iraq. This was one of two coordinated attacks at the market on this day; this attack targeted a crowd that had gathered in response to an earlier attack. In addition to the bomber, at least six people were killed and 33 people were injured across both attacks. No group claimed responsibility for the coordinated incidents; however, sources speculated that Islamic State of Iraq and the Levant (ISIL) was involved.",Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),4,16
2013,Iraq,Muqdadiyah,33.953167,44.921906,"10/31/2013: An explosives-laden vehicle detonated near a grocery store in Muqdadiyah city, Diyala governorate, Iraq. At least four people were killed and another eight people were injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion,Private Citizens & Property,Unknown,4,8
2013,Afghanistan,Kohistanat district,35.403071,65.951199,"10/31/2013: Assailants opened fire on an Afghan National Army (ANA) convoy escorting a Mobile Vote Distribution Team in Kohistanat district, Sar-e-Pol province, Afghanistan. In the ensuing clash, two attackers and three Afghan soldiers were killed while 12 people, including a civilian, were injured. No group claimed responsibility for the incident; however, police sources attributed the attack to the Taliban.",Armed Assault,Military,Taliban,5,12
2013,Nigeria,Bama,11.526846,13.69271,"10/31/2013: Assailants attacked Bama town, Borno state, Nigeria. At least 27 people were killed and another 12 were injured in the assault; in addition, the assailants set fire to scores of buildings. No group claimed responsibility for the incident; however, sources attributed the attack to Boko Haram.",Armed Assault,Business,Boko Haram,27,12
2013,Iraq,Baqubah,33.74324,44.623825,"11/03/2013: Assailants attacked police headquarters in Mafreq area, Baqubah city, Diyala governorate, Iraq. A suicide bomber detonated an explosives-laden vehicle outside the compound, while two additional suicide bombers detonated during the clash. In addition to the bombers, at least one police officer was killed and eight others were injured in the attack. No group claimed responsibility for the incident.",Bombing/Explosion,Police,Unknown,4,8
2013,Afghanistan,Deh Rahwod district,32.61881,65.449498,"11/03/2013: Assailants attacked a police checkpoint in Dehra Wod district, Uruzgan province, Afghanistan. Five people, including one officer and four assailants, were killed. Additionally, four assailants were injured in the incident. No group claimed responsibility for the attack.",Armed Assault,Police,Unknown,5,4
2013,India,Gendabari,25.97258,90.546861,"11/03/2013: Gunmen opened fire on a group of migrant workers playing cards in Gendabari village, Goalpara district, Assam state, India. Seven people were killed and nine others were wounded in the attack. No group claimed responsibility for the incident; police attributed the attack United Achik Liberation Army (UALA).",Armed Assault,Private Citizens & Property,United Achik Liberation Army (UALA),7,9
2013,Iraq,Riyadh,35.272076,43.915043,"11/04/2013: Two suicide bombers attacked a police station in Riyadh town, Kirkuk, Iraq. The police station guards opened fire on the assailants before they reached the station, resulting in the detonation of their devices outside. In addition to the bombers, two police officers were killed and six other people, including three civilians, were injured in the blasts. No group claimed responsibility for the incidents.",Bombing/Explosion,Police,Unknown,4,6
2013,Iraq,Shirqat district,35.494721,43.097213,"11/04/2013: Two suicide bombers detonated their explosives at a police station in Al-Shirqat district, Saladin governorate, Iraq. In addition to the bombers, at least four police officers were killed and 12 others, including civilians, were injured in the blasts. This was one of two coordinated attacks at the Shirqat district police station on the same day; this second attack took place as first responders gathered at the scene of the first incident. No group claimed responsibility for the coordinated incidents.",Bombing/Explosion,Police,Unknown,6,12
2013,Mali,Unknown,16.88866,1.481438,"11/04/2013: A land mine detonated near a pickup truck as it was traveling between the towns of Ansogo and Menaka in Gao region, Mali. Four people were killed and another eight people were injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion,Transportation,Movement for Oneness and Jihad in West Africa (MUJAO),4,8
2013,Democratic Republic of the Congo,Bunagana,-1.303999,29.590681,"11/04/2013: Assailants launched mortar shells at a market in Bunagana town, Nord Kivu province, Democratic Republic of the Congo. Four people were killed in the attack, and 10 others were wounded. No group claimed responsibility for the incident; however, authorities attributed the attack to M23.",Bombing/Explosion,Private Citizens & Property,M23,4,10
2013,Iraq,Fallujah,33.349159,43.784199,"11/05/2013: A suicide bomber rammed an explosives-laden vehicle into a police checkpoint near Fallujah city, Al-Anbar governorate, Iraq. In addition to the bomber, four police officers were killed and seven others were wounded in the attack. No group claimed responsibility for the incident.",Bombing/Explosion,Police,Unknown,5,7
2013,Mozambique,Casa Banana,-18.493268,34.423609,"11/05/2013: Assailants opened fire on a Mozambican Armed Forces (FADM) supply vehicle returning from a health post near Casa Banana area, Gorongosa district, Sofala province, Mozambique. At least eight soldiers were killed, while 16 soldiers and two civilians were injured. No group claimed responsibility for the incident; however, sources attributed the attack to the Mozambique National Resistance Movement (MNR).",Armed Assault,Military,Mozambique National Resistance Movement (MNR),8,18
2013,Syria,Suwayda,32.709763,36.567642,"11/06/2013: A suicide bomber detonated an explosives-laden vehicle at a regional Air Force Intelligence headquarters in Al-Suwayda city, Al-Suwayda governorate, Syria. In addition to the assailant, eight security personnel were killed and 41 others were wounded in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Al-Suwayda Commando Brigade of the Free Syrian Army.",Bombing/Explosion,Government (General),Free Syrian Army,9,41
2013,Syria,Damascus,33.515244,36.292084,"11/06/2013: An explosive device detonated near an Ottoman railway building in Hejaz Square, Damascus city, Damascus governorate, Syria. Eight people were killed and 50 others were wounded in the attack. No group claimed responsibility for the incident.",Bombing/Explosion,Transportation,Unknown,8,50
2013,Iraq,Baqubah,33.74324,44.623825,"11/06/2013: A suicide bomber detonated an explosives-laden vehicle at a police headquarters in Al-Salam town, near Baqubah city, Diyala governorate, Iraq. In addition to the bomber, at least seven police officers were killed and 12 others were injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion,Police,Unknown,8,12
2013,Iraq,Tarmiyah,33.669689,44.381317,"11/07/2013: Two suicide bombers detonated explosives-laden vehicles at a military base in Tarmiyah city, Dujail district, Saladin governorate, Iraq. The first bomber detonated at the gate, while the second bomber detonated inside the base. In addition to the assailants, at least 16 people were killed and 39 people were injured in the blasts. No group claimed responsibility for the incident.",Bombing/Explosion,Military,Unknown,18,39
2013,Iraq,Anah,34.367733,41.985275,"11/07/2013: A suicide bomber detonated an explosives-laden vehicle at a military post in Anah town, Al-Anbar governorate, Iraq. In addition to the assailant, at least three soldiers were killed and five others were injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion,Military,Unknown,4,5
